"gid","link_id","f_node","t_node","lanes","road_rank","road_type","road_no","road_name","road_use","multi_link","connect","max_spd","rest_veh","rest_w","rest_h","c-its","length","updatedate","remark","hist_type","histremark","geom","min_cost"
7382,"3020124700","3020099500","3020095100",1,"107","000",-,미라3길,"0","0","0",40,"0",0,0,"0",61.560668546381,"20230519",,,,"MULTILINESTRING ((211727.37629999965 466895.13269999996, 211666.64209999982 466905.18620000035))",5.54046
7383,"3020290800","3020061700","3020063200",2,"107","000",-,한들2로,"0","0","0",50,"0",0,0,"0",92.021220145677,"20230519",,,,"MULTILINESTRING ((210671.16650000028 470066.47839999944, 210702.88949999958 470152.85869999975))",6.625528
7384,"3020330000","3020106400","3020109400",2,"107","000",-,두정로,"0","0","0",40,"0",0,0,"0",54.880039235469,"20230519",,,,"MULTILINESTRING ((211904.9946999997 470575.70050000027, 211959.83880000003 470573.71470000036))",4.9392037
7385,"3010338600","3010119500","3010119700",1,"105","003","57",위례성로,"0","0","0",60,"0",0,0,"0",53.087543022874,"20230519",,,,"MULTILINESTRING ((224182.4648000002 470271.68009999953, 224184.18879999965 470290.5462999996, 224189.5279000001 470324.2689999994))",3.1852527
7386,"3020336100","3020132000","3020128000",1,"107","000",-,두정중7길,"0","0","0",60,"0",0,0,"0",106.872375210191,"20230519",,,,"MULTILINESTRING ((212490.83139999956 470626.5410999991, 212384.4313000003 470636.57719999924))",6.4123425
7387,"3010352901","3010137401","3010067000",2,"103","000","21",남부대로,"0","0","0",70,"0",0,0,"0",347.424487836876,"20230519",,,,"MULTILINESTRING ((213962.03369999956 464769.7179000005, 213618.01609999966 464818.2531000003))",17.867544
7388,"3010156000","3010128100","3010127400",1,"107","000",-,봉항로,"0","0","0",60,"0",0,0,"0",454.302932872518,"20230519",,,,"MULTILINESTRING ((227374.233 463150.1883000005, 227370.44340000022 463139.0230999999, 227370.43800000008 463139.0022999998, 227366.61560000014 463127.6151999999, 227366.6129999999 463127.6012999993, 227362.70529999956 463115.84640000015, 227358.68140000012 463103.82379999943, 227354.56280000042 463091.7316999994, 227354.5571999997 463091.7213000003, 227350.3724999996 463079.3654999994, 227350.35859999992 463079.3169, 227346.11699999962 463066.4266999997, 227346.1144000003 463066.41980000027, 227341.69319999963 463052.9361000005, 227341.69039999973 463052.9291999992, 227337.11739999987 463038.94209999964, 227332.4227 463024.5800000001, 227332.41999999993 463024.57320000045, 227327.6980999997 463010.0549999997, 227327.6897 463010.0306000002, 227323.00430000015 462995.43989999965, 227318.26219999976 462981.05700000003, 227313.48309999984 462966.90970000066, 227308.7673000004 462953.0921, 227304.06070000026 462939.8467999995, 227299.27979999967 462927.12490000017, 227294.13540000003 462914.7000999991, 227288.61120000016 462902.2915000003, 227282.73790000007 462890.0377999991, 227276.68549999967 462877.9254999999, 227270.50700000022 462865.96910000034, 227264.17729999963 462854.17870000005, 227257.71559999976 462842.65499999933, 227251.26130000036 462831.4397999998, 227244.88159999996 462820.44319999963, 227238.65450000018 462809.7316999994, 227232.5519000003 462799.3048999999, 227226.61290000007 462789.21160000004, 227220.8342000004 462779.60419999994, 227215.34910000023 462770.6601999998, 227215.31579999998 462770.60459999926, 227210.4003999997 462762.3976000007, 227210.35599999968 462762.32129999995, 227205.96590000018 462754.74709999934, 227205.92989999987 462754.6810999997, 227201.7873999998 462747.3264000006, 227201.76790000033 462747.28810000047, 227197.5678000003 462739.71440000087, 227194.77579999994 462734.94769999944))",27.258177
7389,"3020441200","3020133200","3020147000",2,"107","001",-,부송로,"0","0","0",60,"0",0,0,"0",424.077519486376,"20230519",,,,"MULTILINESTRING ((212507.11510000005 475105.21759999916, 212901.41480000038 475261.3248999994))",25.44465
7390,"3020210200","3020112100","3020112700",1,"107","000",-,도원3길,"0","0","0",40,"0",0,0,"0",97.396169226594,"20230519",,,,"MULTILINESTRING ((212045.75549999997 468947.0569000002, 212064.1244000001 469042.70519999973))",8.7656555
7391,"3020198600","3020124700","3020130500",1,"107","000",-,성정15길,"0","0","0",40,"0",0,0,"0",131.997572799165,"20230519",,,,"MULTILINESTRING ((212312.3063000003 468810.7701999992, 212444.28050000034 468813.2541000005))",11.879782
7392,"3010359101","3010091600","3010139201",2,"103","000","1",천안대로,"0","0","0",80,"0",0,0,"0",182.757725073173,"20230519",,,,"MULTILINESTRING ((215277.64699999988 461745.04470000044, 215274.30119999964 461727.20749999955, 215272.1261 461712.69030000083, 215270.33729999978 461696.04920000024, 215268.0089999996 461639.0139000006, 215264.90469999984 461562.9668000005))",8.224097
7393,"3010028700","3010071300","3010005500",1,"107","000",-,풍세로,"0","0","0",50,"0",0,0,"0",92.490819248425,"20230519",,,,"MULTILINESTRING ((213793.1048999997 466603.6732999999, 213846.55829999968 466553.84339999966, 213855.02379999962 466536.3728))",6.659339
7394,"3020127000","3020058800","3020049500",4,"107","000",-,불당대로,"0","0","0",60,"0",0,0,"0",283.109120907424,"20230519",,,,"MULTILINESTRING ((210576.44429999962 466952.26579999924, 210297.1986999996 466998.87769999914))",16.986547
7395,"3020544601","3020185301","3020151100",1,"103","000","1",천안대로,"0","0","0",60,"0",0,0,"0",319.035046685251,"20230519",,,,"MULTILINESTRING ((213144.52880000044 475031.0044999998, 213132.68269999977 475096.21880000085, 213112.16899999976 475192.7753999997, 213092.64379999973 475291.58809999935, 213082.49069999997 475343.9310999997))",19.142103
7396,"3020211900","3020109200","3020108000",1,"107","000",-,도원2길,"0","0","0",40,"0",0,0,"0",97.329216340174,"20230519",,,,"MULTILINESTRING ((211953.18429999985 469065.0967999995, 211935.66339999996 468969.35759999976))",8.759629
7397,"3020041400","3020009500","3020028400",1,"107","000",-,-,"0","0","0",50,"0",0,0,"0",160.387122453172,"20230519",도로명없음,,,"MULTILINESTRING ((209296.7549999999 476626.64210000075, 209253.9863 476572.3428000007, 209248.46860000025 476559.48220000044, 209241.7489 476551.4974000007, 209219.8640999999 476536.0231999997, 209189.6802000003 476509.7240999993))",11.547873
7477,"3020357000","3020116300","3020116500",1,"107","000",-,부성1길,"0","0","0",40,"0",0,0,"0",47.171431612706,"20230519",,,,"MULTILINESTRING ((212125.12710000016 470790.0984000005, 212126.642 470837.2455000002))",4.245429
7398,"3020048800","3020056400","3020063200",2,"107","000",-,한들2로,"0","0","0",40,"0",0,0,"0",207.14243643357,"20230519",,,,"MULTILINESTRING ((210499.99120000005 470217.27559999935, 210573.2779000001 470192.16080000065, 210628.98390000034 470173.7592999991, 210695.5876000002 470149.1486000009))",18.642818
7399,"3020477000","3020182400","3020182500",1,"103","000","34",성진로,"0","0","0",40,"0",0,0,"0",552.83748883587,"20230519",,,,"MULTILINESTRING ((224766.27529999986 477934.7884999998, 224769.15600000042 477944.9967, 224782.83469999954 478000.0683999993, 224804.23780000024 478077.2552000005, 224823.6956000002 478144.45710000023, 224831.50769999996 478176.63230000064, 224837.70779999997 478203.95380000025, 224853.18010000046 478263.53050000034, 224855.20320000034 478287.20790000074, 224855.56089999992 478296.74679999985, 224855.46640000027 478312.7580999993, 224850.54820000008 478345.64880000055, 224832.7293999996 478433.7411000002, 224826.35120000038 478473.52439999953))",49.755375
7400,"3020118700","3020036000","3020037300",1,"107","000",-,불당14로,"0","0","0",40,"0",0,0,"0",66.927401110587,"20230519",,,,"MULTILINESTRING ((209672.04069999978 466811.1852000002, 209734.8060999997 466787.9519999996))",6.023466
7401,"3010282100","3010088200","3010087200",3,"103","000","1",천안대로,"0","0","0",50,"0",0,0,"0",422.188618403577,"20230519",,,,"MULTILINESTRING ((214684.07440000027 467960.3774999995, 214678.93869999982 467916.28839999996, 214677.71810000017 467901.0402000006, 214673.65780000016 467850.31430000067, 214660.26790000033 467644.8200000003, 214653.83079999965 467539.3300000001))",30.397581
7402,"3010065700","3010020300","3010020400",1,"106","003","618",해수길,"0","0","0",30,"0",0,0,"0",17.928195159877,"20230519",,,,"MULTILINESTRING ((203419.3629999999 452836.1066999994, 203437.28309999965 452835.56799999997))",2.1513834
7403,"3010113100","3010112000","3010112400",1,"107","000",-,"5산단2로","0","0","0",40,"0",0,0,"0",450.582360202343,"20230519",,,,"MULTILINESTRING ((222299.43740000017 460362.3792000003, 222206.27290000021 460226.96800000034, 222203.80449999962 460220.6719000004, 222202.51889999956 460212.8317000009, 222202.24289999995 460204, 222203.4338999996 460196.6303000003, 222206.53859999962 460188.5474999994, 222211.42200000025 460181.7167000007, 222217.58779999986 460176.1140999999, 222406.9902999997 460045.9416000005))",40.552414
7404,"3010179000","3010035200","3010034600",1,"107","000",-,통정3로,"0","0","0",30,"0",0,0,"0",87.895394982701,"20230519",,,,"MULTILINESTRING ((211383.47080000024 463807.67840000056, 211322.7581000002 463744.1207999997))",10.547447
7405,"3010236600","3010036900","3010036800",3,"107","000",-,서부대로,"0","0","0",50,"0",0,0,"0",88.328331882717,"20230519",,,,"MULTILINESTRING ((211508.47169999965 465849.11390000023, 211504.64269999973 465760.8685999997))",6.35964
7406,"3010361601","3010140201","3010140301",2,"101","003","32",아산청주고속도로,"0","0","0",100,"0",0,0,"0",228.98319880064,"20230519",,,,"MULTILINESTRING ((214777.21769999992 462999.9625000004, 214943.96590000018 463156.8967000004))",8.243395
7407,"3020286400","3020105500","3020105700",2,"107","000",-,서부대로,"0","0","0",50,"0",0,0,"0",182.412242503195,"20230519",,,,"MULTILINESTRING ((211882.21310000028 470016.47699999996, 211892.06319999974 470198.6230999995))",13.133681
7408,"3020294800","3020120100","3020124000",2,"107","000",-,오성로,"0","0","0",40,"0",0,0,"0",64.940439604801,"20230519",,,,"MULTILINESTRING ((212225.68230000045 470183.2134000007, 212290.56510000024 470180.4779000003))",5.84464
7409,"3020429100","3020029000","3020030200",1,"107","000",-,금곡로,"0","0","0",60,"0",0,0,"0",538.83947866688,"20230519",,,,"MULTILINESTRING ((209204.33449999988 474029.7895999998, 209211.3114 474015.02600000054, 209215.40600000042 474002.8454999998, 209216.21160000004 473996.8814000003, 209220.38150000013 473988.0449000001, 209230.57230000012 473970.4517999999, 209244.23199999984 473939.15389999934, 209252.16469999962 473920.5133999996, 209255.34460000042 473914.6855999995, 209273.5399000002 473893.18579999916, 209276.72559999954 473887.49420000054, 209280.44149999972 473879.2580999993, 209287.8529000003 473865.40249999985, 209292.41720000003 473853.3621999994, 209295.3618999999 473842.89020000026, 209296.79889999982 473830.61319999956, 209297.3677000003 473788.66339999996, 209297.37700000033 473780.07320000045, 209299.04530000035 473769.0254999995, 209304.9115000004 473755.40809999965, 209312.37150000036 473746.9907000009, 209318.0504999999 473737.8615000006, 209324.84690000024 473729.93290000036, 209344.39010000043 473714.4827999994, 209354.90440000035 473707.6484999992, 209357.9866000004 473704.30110000074, 209361.9023000002 473696.61009999923, 209363.5736999996 473690.27150000073, 209363.91750000045 473682.88269999996, 209363.0538999997 473675.0900999997, 209357.76279999968 473652.68649999984, 209353.40600000042 473634.89910000004, 209350.8234000001 473621.0197999999, 209350.37449999992 473609.9344999995, 209350.09759999998 473591.0438000001, 209351.20600000024 473580.32689999975, 209352.53479999956 473573.76889999956, 209359.07859999966 473558.44070000015, 209370.11390000023 473546.91139999963))",32.330368
7410,"3020241900","3020038500","3020039100",2,"107","000",-,백석공단1로,"0","0","0",50,"0",0,0,"0",148.762234186516,"20230519",,,,"MULTILINESTRING ((209805.03129999992 469514.7826000005, 209821.4310999997 469366.9271000009))",10.710881
7411,"3020464900","3020138800","3020135200",2,"103","000","1",삼사로,"0","0","0",40,"0",0,0,"0",158.934162600638,"20230519",,,,"MULTILINESTRING ((212665.29820000008 476752.4745000005, 212664.18869999982 476742.2000999991, 212663.11330000032 476727.6258000005, 212661.04229999986 476716.35909999907, 212656.87990000006 476704.2084999997, 212651.60900000017 476693.66980000027, 212645.4785000002 476683.45900000073, 212638.2801000001 476676.6105000004, 212623.15390000027 476662.2201000005, 212576.23539999966 476633.1769999992))",14.304074
7412,"3010085100","3010111900","3010106900",1,"107","000",-,성남신덕1길,"0","0","0",50,"0",0,0,"0",2385.87470830263,"20230519",,,,"MULTILINESTRING ((222203.20569999982 458213.1666000001, 222141.29800000042 458189.62879999913, 222114.08490000013 458175.6699000001, 222058.87239999976 458127.41059999913, 221984.8677000003 458056.8568999991, 221949.78479999956 458031.7313000001, 221935.47520000022 458010.74719999917, 221906.0066999998 457944.9988000002, 221887.06240000017 457919.7207999993, 221865.67459999956 457882.8253000006, 221849.29480000027 457863.68659999967, 221834.11029999983 457854.2709999997, 221802.28409999982 457841.32159999944, 221746.1821999997 457814.17090000026, 221672.47750000004 457760.97470000014, 221647.24789999984 457732.2647999991, 221636.59109999985 457725.1975999996, 221615.36070000008 457714.9184000008, 221600.53940000013 457699.85199999996, 221586.8887 457691.1099999994, 221552.40350000001 457682.0544000007, 221540.2463999996 457681.7324000001, 221514.10830000043 457686.3213999998, 221491.46800000034 457682.9826999996, 221461.8766999999 457686.04030000046, 221371.06280000042 457690.83960000053, 221357.17530000024 457695.00459999964, 221327.6037999997 457710.4372000005, 221314.20459999982 457713.4562999997, 221283.7438000003 457712.58400000073, 221222.76999999955 457702.5759999994, 221209.23819999956 457704.4975000005, 221186.56280000042 457711.1824999992, 221181.42430000007 457714.21089999937, 221174.11099999957 457724.3300000001, 221171.1118999999 457734.60459999926, 221168.12820000015 457756.0245999992, 221165.32699999958 457799.3403999992, 221161.4626000002 457816.16190000065, 221156.15270000044 457825.3596000001, 221140.4740000004 457840.36840000004, 221134.54619999975 457848.98599999957, 221127.5097000003 457861.7620000001, 221116.3998999996 457888.7541000005, 221110.60859999992 457897.8485000003, 221104.95160000026 457902.45910000056, 221079.54119999986 457912.72589999996, 221009.22479999997 457911.85500000045, 220998.21580000035 457913.5449999999, 220990.5987999998 457916.88749999925, 220982.4626000002 457923.7168000005, 220977.75999999978 457932.1442000009, 220964.46850000042 457978.19290000014, 220944.38680000044 458005.1099999994, 220942.57660000026 458014.5382000003, 220944.91050000023 458027.3616000004, 220942.83210000023 458031.55969999917, 220924.61319999956 458047.4339000005, 220914.71380000003 458060.58300000057, 220910.21700000018 458063.51300000027, 220901.21100000013 458064.1769999992, 220864.91849999968 458060.85309999995, 220853.90710000042 458063.25620000064, 220850.10470000003 458081.22809999995, 220842.55599999987 458097.8980999999, 220834.23230000027 458111.10170000046, 220814.02969999984 458135.7709999997, 220807.67360000033 458152.2100000009, 220806.09889999963 458160.7838000003, 220805.90490000043 458169.57540000044, 220808.07160000037 458213.3088000007, 220805.4336000001 458242.40410000086, 220800.36589999963 458259.6130999997, 220793.47130000032 458276.39269999973, 220770.05740000028 458313.0686000008, 220749.02460000012 458343.2876999993, 220713.16870000027 458387.45150000043, 220667.0373999998 458451.19150000066, 220601.04980000015 458525.10339999944, 220571.6009999998 458549.90809999965))",171.78297
7413,"2884706900","3020030200","2882065200",1,"107","000",-,산동로,"0","0","0",60,"0",0,0,"0",510.664985113656,"20230519",,,,"MULTILINESTRING ((209370.11390000023 473546.91139999963, 209384.25430000015 473536.0192000009, 209394.01400000043 473531.1710999999, 209403.83069999982 473526.87680000067, 209416.00430000015 473522.6747999992, 209435.96490000002 473517.1029000003, 209445.45689999964 473514.4447000008, 209452.9918999998 473511.9174000006, 209459.4391999999 473509.2025000006, 209464.59269999992 473506.48860000074, 209478.02049999963 473497.6381999999, 209484.08764427478 473493.40307173744), (209548.0822897315 473437.81810949865, 209570.80310000014 473416.0078999996, 209601.4942156142 473385.86528345576), (209668.63909036666 473316.99419479794, 209678.1364000002 473305.6919, 209689.7098000003 473291.91889999993, 209696.98400000017 473283.2912000008, 209701.9899000004 473276.64910000004, 209707.81840000022 473268.3714000005, 209713.02720000036 473260.62590000033, 209715.08150000032 473256.9734000005, 209716.4639999997 473254.36199999973, 209718.32249999978 473250.63460000046, 209720.98849999998 473244.5329999998, 209724.42310000025 473236.1810999997, 209728.9121000003 473223.55069999956, 209731.6375096625 473215.1299127714))",30.639898
7414,"3020247500","3020080000","3020080800",1,"107","000",-,백석6길,"0","0","0",30,"0",0,0,"0",39.732361451817,"20230519",,,,"MULTILINESTRING ((211228.41559999995 469460.3758000005, 211249.99810000043 469427.01630000025))",4.7678833
7415,"3020275100","3020105300","3020102100",1,"107","000",-,늘푸른3길,"0","0","0",60,"0",0,0,"0",68.539877295664,"20230519",,,,"MULTILINESTRING ((211866.38900000043 469851.3205999993, 211846.7611999996 469843.90699999966, 211802.62909999955 469826.18180000037))",4.1123924
7416,"3020288700","3020083600","3020083400",2,"107","000",-,노태산로,"0","0","0",40,"0",0,0,"0",174.820327834067,"20230519",,,,"MULTILINESTRING ((211354.46530000027 470212.68539999984, 211351.77329999954 470037.8858000003))",15.7338295
7417,"3020401900","3020121000","3020124200",1,"107","000",-,성성10길,"0","0","0",40,"0",0,0,"0",125.833569879716,"20230519",,,,"MULTILINESTRING ((212240.51190000027 471379.1291000005, 212286.59700000007 471379.41139999963, 212288.7684000004 471379.37560000084, 212289.67769999988 471379.7703000009, 212291.04989999998 471378.6888999995, 212292.4115000004 471376.1546, 212294.0921 471304.21360000037))",11.325022
7418,"3020450300","3020170200","3020171800",2,"107","000",-,봉주로,"0","0","0",60,"0",0,0,"0",522.569225450343,"20230519",,,,"MULTILINESTRING ((216988.93450000044 475571.3757000007, 217163.48330000043 475550.7533, 217483.12579999957 475470.52969999984, 217499.79700000025 475466.0971000008))",31.354153
7419,"3020087900","3020070500","3020072600",1,"107","000",-,충무로,"0","0","0",50,"0",0,0,"0",179.098250759267,"20230519",,,,"MULTILINESTRING ((210897.6952999998 465951.3189000003, 210969.32720000017 465991.28759999946, 210974.91399999987 465994.4035, 210992.17459999956 465998.1612, 210998.59580000024 466002.7927000001, 211003.24739999976 466008.59789999947, 211003.15799999982 466017.1673000008, 210977.9495000001 466059.28130000085))",12.895074
7420,"3020092100","3020063400","3020066400",1,"107","000",-,쌍용19로,"0","0","0",40,"0",0,0,"0",83.272309049747,"20230519",,,,"MULTILINESTRING ((210705.94900000002 466073.91479999945, 210777.63499999978 466116.28690000065))",7.494508
7476,"3020336800","3020112300","3020113500",1,"107","000",-,부성4길,"0","0","0",60,"0",0,0,"0",54.914974125068,"20230519",,,,"MULTILINESTRING ((212050.1155000003 470628.4779000003, 212051.91390000004 470662.6236000005, 212053.04669999983 470663.98230000027, 212071.99789999984 470664.24090000056))",3.2948985
7421,"3020105100","3020076800","3020072900",1,"107","000",-,쌍용18길,"0","0","0",60,"0",0,0,"0",217.081186772044,"20230519",,,,"MULTILINESTRING ((211125.51350000035 466591.8295000009, 211129.34279999975 466618.8082999997, 211128.47250000015 466632.56900000013, 211122.39740000013 466648.0639999993, 211109.58609999996 466666.48179999925, 211086.24799999967 466681.7985999994, 211050.49859999958 466690.60529999994, 210979.6359000001 466704.6004000008))",13.024871
7422,"3020111300","3020067800","3020069100",1,"107","000",-,쌍용16길,"0","0","0",40,"0",0,0,"0",128.246639840851,"20230519",,,,"MULTILINESTRING ((210821.45110000018 466729.2400000002, 210848.69579999987 466854.55929999985))",11.542197
7423,"3020135600","3020062900","3020062700",1,"107","000",-,쌍용1길,"0","0","0",40,"0",0,0,"0",36.208516606714,"20230519",,,,"MULTILINESTRING ((210683.80429999996 467122.7006000001, 210678.39910000004 467086.8978000004))",3.2587664
7424,"3020180100","3020032100","3020030700",2,"107","000",-,불당26로,"0","0","0",30,"0",0,0,"0",347.499139224495,"20230519",,,,"MULTILINESTRING ((209480.24650000036 468630.14350000024, 209397.94880000036 468292.53020000085))",41.699898
7425,"3020185000","3020138200","3020138700",2,"107","000",-,봉정로,"0","0","0",30,"0",0,0,"0",79.441649986002,"20230519",,,,"MULTILINESTRING ((212661.05489999987 468439.85569999926, 212676 468517.8789000008))",9.532998
7426,"3010250600","3010071300","3010069100",2,"107","000",-,대흥로,"0","0","0",40,"0",0,0,"0",116.964472686897,"20230519",,,,"MULTILINESTRING ((213796.64099999983 466614.5804999992, 213728.14809999987 466608.74709999934, 213680.29279999994 466602.79839999974))",10.526803
7427,"3020194000","3020135600","3020139100",1,"107","000",-,성정9길,"0","0","0",40,"0",0,0,"0",215.705622558462,"20230519",,,,"MULTILINESTRING ((212592.56950000022 468706.341, 212598.35790000018 468710.6269000005, 212657.11070000008 468760.2326999996, 212660.24000000022 468766.6841000002, 212682.9014999997 468889.0426000003))",19.413506
7428,"3010296500","3010037700","3010037500",3,"107","000",-,서부대로,"0","0","0",60,"0",0,0,"0",18.508884833269,"20230519",,,,"MULTILINESTRING ((211569.61220000032 468241.64910000004, 211565.84860000014 468223.52690000087))",1.1105331
7429,"3010072800","4130029900","3010074900",3,"103","000","1",세종로,"0","0","0",80,"0",0,0,"0",236.175592872723,"20230519",,,,"MULTILINESTRING ((213986.48649926193 454759.59960560093, 214017.49069999997 454715.0971000008, 214080.40189999994 454649.4187000003))",10.627902
7430,"3020207500","3020100600","3020107300",2,"107","000",-,백석로,"0","0","0",50,"0",0,0,"0",166.411024869563,"20230519",,,,"MULTILINESTRING ((211768.6392000001 468933.05709999986, 211823.51740000024 468916.41369999945, 211902.74370000046 468888.8635000009, 211903.23460000008 468888.7150999997, 211927.1436999999 468882.6275999993))",11.981594
7431,"3020532000","3020076400","3020090800",1,"107","000",-,복모3길,"0","0","0",40,"0",0,0,"0",590.006363101325,"20230519",,,,"MULTILINESTRING ((211084.34030000027 483836.32939999923, 211085.2237999998 483836.6925000008, 211095.4779000003 483840.09889999963, 211121.5122999996 483848.31790000014, 211136.1975999996 483857.4304000009, 211165.7430999996 483872.68579999916, 211190.84729999956 483889.40469999984, 211509.4042999996 484135.6201000009, 211529.1512000002 484150.4367999993, 211554.99349999987 484184.73509999923))",53.100574
7432,"3020251100","3020059800","3020058700",2,"107","000",-,한들2로,"0","0","0",50,"0",0,0,"0",220.883110579808,"20230519",,,,"MULTILINESTRING ((210606.63350000046 469703.6590999998, 210606.61340000015 469703.53979999945, 210567.49320000038 469487.4288999997, 210567.29030000046 469486.3081))",15.903584
7433,"3020434200","3020171700","3020172200",2,"105","000","23",망향로,"0","0","0",60,"0",0,0,"0",252.951237043161,"20230519",,,,"MULTILINESTRING ((217446.10280000046 474304.3627000004, 217563.05869999994 474480.06980000064, 217563.07249999978 474480.0940000005, 217563.08640000038 474480.1183000002, 217563.10309999995 474480.1392000001, 217563.1168999998 474480.1634999998, 217563.1308000004 474480.1843999997, 217563.14749999996 474480.2086999994, 217563.16139999963 474480.23289999925, 217563.17530000024 474480.25379999913, 217563.1891999999 474480.2781000007, 217563.20579999965 474480.3024000004, 217563.21970000025 474480.3267000001, 217563.23359999992 474480.3476, 217563.2446999997 474480.37179999985, 217563.2586000003 474480.39609999955, 217563.27240000013 474480.42039999925, 217563.2862999998 474480.44480000064, 217563.30030000024 474480.4656000007, 217563.3141999999 474480.4899000004, 217563.32799999975 474480.5142000001, 217563.33910000045 474480.5384999998, 217563.35300000012 474480.5627999995, 217563.3668999998 474480.5870999992, 217563.37799999956 474480.61140000075, 217563.39180000033 474480.63570000045, 217563.4029000001 474480.66000000015, 217563.41679999977 474480.68429999985, 217563.42789999954 474480.7086999994, 217563.44180000015 474480.73289999925, 217563.45289999992 474480.7572000008, 217563.4639999997 474480.7815000005, 217563.4779000003 474480.80590000004, 217563.48900000006 474480.8300999999, 217563.50009999983 474480.85789999925, 217563.5111999996 474480.8822000008, 217563.5223000003 474480.9065000005, 217563.53340000007 474480.9307000004, 217563.54449999984 474480.9550999999, 217563.5555999996 474480.9793999996, 217563.56659999955 474481.0072000008, 217563.57770000026 474481.0314000007, 217563.58880000003 474481.0557000004, 217563.5998999998 474481.0834999997, 217563.61099999957 474481.1077999994, 217563.61930000037 474481.1320999991, 217563.63040000014 474481.1564000007, 217563.6414999999 474481.1842, 217563.64979999978 474481.2083999999, 217563.66089999955 474481.2327999994, 217563.66920000035 474481.2606000006, 217563.68030000012 474481.2848000005, 217563.6886 474481.3091000002, 217563.69969999976 474481.33689999953, 217563.70799999963 474481.3610999994, 217566.13769999985 474488.1079999991, 217566.14599999972 474488.1322000008, 217566.15710000042 474488.15660000034, 217566.16550000012 474488.1843999997, 217566.1738 474488.20859999955, 217566.18209999986 474488.23289999925, 217566.1902999999 474488.26070000045, 217566.1986999996 474488.2849000003, 217566.2070000004 474488.30929999985, 217566.21530000027 474488.3370999992, 217566.22360000014 474488.3613000009, 217566.2319 474488.38910000026, 217566.24019999988 474488.41339999996, 217566.24569999985 474488.43759999983, 217566.25409999955 474488.4653999992, 217566.26240000036 474488.48980000056, 217566.26779999956 474488.51740000024, 217566.2762000002 474488.5417999998, 217566.28450000007 474488.5694999993, 217566.29000000004 474488.59380000085, 217566.2982999999 474488.6216000002, 217568.97159999982 474498.8367999997, 217568.97719999962 474498.8610999994, 217568.9826999996 474498.8819999993, 217568.99110000022 474498.90619999915, 217574.3273 474520.3390999995))",15.177074
7434,"3020495800","3020173700","3020174800",1,"107","000",-,성진로,"0","0","0",60,"0",0,0,"0",350.218546354416,"20230519",,,,"MULTILINESTRING ((218193.8711000001 479326.8354000002, 218230.1355999997 479329.1326000001, 218332.69230000023 479335.45680000074, 218421.88439999986 479340.5326000005, 218475.34649999999 479343.42310000025, 218486.57359999977 479344.0022999998, 218543.51109999977 479346.9008000009))",21.013113
7435,"3020509800","3020178700","3020178500",1,"107","000",-,입장로,"0","0","0",60,"0",0,0,"0",454.445090427179,"20230519",,,,"MULTILINESTRING ((219977.8490000004 480534.5899, 219975.1458999999 480525.54199999943, 219975.1043999996 480525.4032000005, 219959.51520000026 480468.17170000076, 219959.4737999998 480468.0086000003, 219957.25659999996 480458.8582000006, 219957.22900000028 480458.73670000024, 219955.19859999977 480449.52779999934, 219955.18200000003 480449.45150000043, 219953.2796 480440.2427999992, 219953.24930000026 480440.0798000004, 219950.00090000033 480421.8234000001, 219949.9955000002 480421.77830000035, 219943.07419999968 480381.0786000006, 219943.06319999974 480380.9918000009, 219940.57529999968 480364.9879999999, 219935.96920000017 480336.7093000002, 219935.96920000017 480336.7022999991, 219923.7851999998 480261.5076000001, 219921.61400000006 480248.10899999924, 219921.6113 480248.08809999935, 219907.50980000012 480159.21460000053, 219907.50700000022 480159.2075999994, 219896.35089999996 480088.3850999996, 219896.26850000024 480087.9098000005))",27.266705
7436,"3020513000","3020142400","3020118800",1,"105","000","70",성월수향길,"0","0","0",40,"0",0,0,"0",948.545090285853,"20230519",,,,"MULTILINESTRING ((212767.02759999968 480991.58630000055, 212696.88200000022 480869.0114999991, 212661.9922000002 480817.9467999991, 212635.93840000033 480784.1612999998, 212594.31180000026 480735.0320999995, 212573.31159999967 480709.2589999996, 212495.37509999983 480617.09889999963, 212414.0689000003 480516.03009999916, 212329.3705000002 480399.2667999994, 212290.72369999997 480351.8529000003, 212183.64580000006 480247.74909999967))",85.36906
7437,"3010000200","2710194800","3010127800",1,"107","000",-,발산길,"0","0","0",60,"0",0,0,"0",620.219518318562,"20230519",,,,"MULTILINESTRING ((227797.29022894564 458397.25158366206, 227789.11419999972 458399.9304000009, 227728.77300000004 458420.0706999991, 227684.69039191832 458434.8459663955), (227638.70037693897 458447.45070091164, 227631.5515999999 458449.35339999944, 227620.79499999993 458453.76669999957, 227604.3448999999 458460.9689000007, 227560.10890000034 458485.5095000006, 227538.55599999987 458500.4372000005, 227525.0725999996 458505.9693999998, 227519.78369999956 458509.44889999926, 227494.97109999973 458523.3541000001, 227304.99039999954 458628.13859999925))",37.213173
7438,"3010304300","3010038400","3010038800",3,"107","000",-,서부대로,"0","0","0",60,"0",0,0,"0",187.144906230361,"20230519",,,,"MULTILINESTRING ((211619.74629999977 468442.3635000009, 211656.07940000016 468625.9475999996))",11.228694
7439,"2860064600","3010034500","2860027600",2,"103","000","23",차령로,"0","0","0",80,"0",0,0,"0",1937.36811426786,"20230519",,,,"MULTILINESTRING ((211296.9774000002 450540.5351, 211296.32697688488 450516.1182518192))",87.181564
