"gid","node_id","node_type","node_name","turn_p","updatedate","remark","hist_type","histremark","geom"
720,"3020097700","101",안정빌딩,"0","20230519",,,,MULTIPOINT ((211706.6076999996 470640.0480000004))
721,"3020099700","101",B&B크레디트,"0","20230519",,,,MULTIPOINT ((211743.15899999999 469106.16479999945))
722,"3020101100","101",신축중,"0","20230519",,,,MULTIPOINT ((211787.78949999996 467756.44400000013))
723,"3020102300","101",아기누리,"0","20230519",,,,MULTIPOINT ((211807.76150000002 467408.4213999994))
724,"3020103200","101",동부성결교회,"0","20230519",,,,MULTIPOINT ((211830.02249999996 470350.8186000008))
725,"3020104700","103",속성변화점,"0","20230519",,,,MULTIPOINT ((211856.27300000004 477187.00269999914))
726,"3020105400","101",에스엠홈피스텔,"0","20230519",,,,MULTIPOINT ((211871.51850000024 466803.0865000002))
727,"3020108100","101",카페아모르,"0","20230519",,,,MULTIPOINT ((211941.1228 470010.2026000004))
728,"3020109600","101",대홍4리BS앞,"0","20230519",,,,MULTIPOINT ((211964.0281999996 481473.47140000015))
729,"3020113200","101",구상골사거리,"0","20230519",,,,MULTIPOINT ((212066.2944 468877.1082000006))
730,"3020115900","101",민빌딩,"0","20230519",,,,MULTIPOINT ((212112.35479999986 470576.0798000004))
731,"3020116900","101",컨테이너,"0","20230519",,,,MULTIPOINT ((212126.7991000004 469030.4453999996))
732,"3020118300","101",천안성성초등학교앞,"0","20230519",,,,MULTIPOINT ((212179.4424999999 471272.18689999916))
733,"3020119400","101",주우일씨엔엠건축사사옥,"0","20230519",,,,MULTIPOINT ((212209.9757000003 469891.83410000056))
734,"3020121000","101",성성동30-6,"0","20230519",,,,MULTIPOINT ((212240.4930999996 471385.1291000005))
735,"3020128200","101",해동검도,"0","20230519",,,,MULTIPOINT ((212386.80059999973 470732.5747999996))
736,"3020129000","101",고은피아노,"0","20230519",,,,MULTIPOINT ((212410.05840000045 469472.5526999999))
737,"3020132100","101",샘물어린이집,"0","20230519",,,,MULTIPOINT ((212491.0025000004 470676.7937000003))
738,"3020134500","101",유정빌딩,"0","20230519",,,,MULTIPOINT ((212562.3130999999 471018.3217999991))
739,"3020135500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212587.09920000006 471115.7651000004))
740,"3020137000","101",국제로타리3620지구,"0","20230519",,,,MULTIPOINT ((212615.45650000032 470159.9575999994))
741,"3020138300","101",예크어린이집,"0","20230519",,,,MULTIPOINT ((212657.3311999999 470912.6738000009))
742,"3020139100","101",BRIDEBY이유진웨딩,"0","20230519",,,,MULTIPOINT ((212682.38100000005 468891.2633999996))
743,"3020141300","101",봉정사거리,"0","20230519",,,,MULTIPOINT ((212746.56120000035 468892.49310000055))
744,"3020143300","101",이마트24천안두정대박점,"0","20230519",,,,MULTIPOINT ((212800.08079999965 470395.3895999994))
745,"3020144100","101",대우1차아파트106동,"0","20230519",,,,MULTIPOINT ((212814.83530000038 470670.61480000056))
746,"3020147800","101",천안수입식품검사소,"0","20230519",,,,MULTIPOINT ((212929.61369999964 470962.56039999984))
747,"3020150600","101",목양교회,"0","20230519",,,,MULTIPOINT ((213044.03120000008 470909.9154000003))
748,"3020152700","101",수정교회,"0","20230519",,,,MULTIPOINT ((213189.59250000026 470738.20859999955))
749,"3020153500","101",모시1리입구,"0","20230519",,,,MULTIPOINT ((213274.0714999996 474433.5434000008))
750,"3020155000","101",드림빌,"0","20230519",,,,MULTIPOINT ((213384.2081000004 470988.1444000006))
751,"3020156100","101",도솔유치원,"0","20230519",,,,MULTIPOINT ((213437.82010000013 470780.48509999923))
752,"3020156300","101",직산행정복지센터,"0","20230519",,,,MULTIPOINT ((213446.4852 475482.0529999994))
753,"3020156400","101",삼은리339,"1","20230519",,,,MULTIPOINT ((213469.2605999997 475386.3956000004))
754,"3020157600","101",두정공단입구,"0","20230519",,,,MULTIPOINT ((213525.9729000004 470684.25879999995))
755,"3020158400","101",삼은리283-1,"0","20230519",,,,MULTIPOINT ((213653.10539999977 475595.28170000017))
756,"3020160000","101",대현사,"0","20230519",,,,MULTIPOINT ((213833.97149999999 471134.6018000003))
757,"3020166000","101",제3도하교,"0","20230519",,,,MULTIPOINT ((215751.10950000025 483884.35419999994))
758,"3020166800","102",도하리139-2,"0","20230519",,,,MULTIPOINT ((216014.0762 483459.1118999999))
759,"3020172900","101",저리교차로,"1","20230519",,,,MULTIPOINT ((217838.2999999998 475386.4068999998))
760,"3020175800","101",유리474,"0","20230519",,,,MULTIPOINT ((218749.9835000001 480682.7587000001))
761,"3020177000","104",입장교,"0","20230519",,,,MULTIPOINT ((219292.17349999957 479405.0394000001))
762,"3020177200","101",시장교차로,"0","20230519",,,,MULTIPOINT ((219464.8973000003 478082.8856000006))
763,"3020179600","101",독정리사거리,"1","20230519",,,,MULTIPOINT ((220718.73539999966 479898.84420000017))
764,"3020180700","102",한성아파트,"0","20230519",,,,MULTIPOINT ((221836.76779999956 479500.38269999996))
765,"3010083800","104",중원교,"0","20230519",,,,MULTIPOINT ((214419.87170000002 467719.9604000002))
766,"3010140401","101",천안JC,"0","20230519",,,,MULTIPOINT ((215583.48959999997 463381.6085000001))
767,"3020184801","104",가츠돈,"0","20230519",,,,MULTIPOINT ((210949.19230000023 471185.6341999993))
768,"3010137601","104",송연교차로,"0","20230519",,,,MULTIPOINT ((230744.34470000025 464018.70600000024))
769,"3020145400","101",서부역사교,"0","20230519",,,,MULTIPOINT ((212839.43049999978 467938.0798000004))
770,"3010139901","104",구룡4교동측,"0","20230519",,,,MULTIPOINT ((214163.8984000003 462582.5912999995))
771,"3010001500","102",용정리1041,"0","20230519",,,,MULTIPOINT ((209534.7220999999 459418.59779999964))
772,"3010001700","102",용정리1041,"0","20230519",,,,MULTIPOINT ((209256.53490000032 459600.4497999996))
773,"3010001800","102",용정리448-27,"0","20230519",,,,MULTIPOINT ((209901.2148000002 460114.36730000004))
774,"3010074300","101",동해바다회,"0","20230519",,,,MULTIPOINT ((214066.6447999999 469261.0890999995))
775,"3010074800","104",방죽다리교,"0","20230519",,,,MULTIPOINT ((214084.13109999988 469589.6556000002))
776,"3020077400","103",속성변화점,"0","20230519",,,,MULTIPOINT ((211144.8761 471587.8970999997))
777,"3010094900","102",주안재일교회,"0","20230519",,,,MULTIPOINT ((215719.67789999954 470461.63269999996))
778,"3010095600","101",천안JC,"0","20230519",,,,MULTIPOINT ((215850.3331000004 464058.1831))
779,"3010000400","102",보성리507-6,"0","20230519",,,,MULTIPOINT ((210212.68829999957 459170.64939999953))
780,"3010005500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((213860.4232999999 466538.9890999999))
781,"3010006800","101",다가동495-1,"0","20230519",,,,MULTIPOINT ((212483.82830000017 466589.56149999984))
782,"3010008200","102",대흥리481-42,"0","20230519",,,,MULTIPOINT ((220483.57969999965 458462.35390000045))
783,"3010009000","101",장산리237-2,"0","20230519",,,,MULTIPOINT ((226620.24789999984 460236.1746999994))
784,"3010009600","102",해정리568-8,"0","20230519",,,,MULTIPOINT ((224587.0734000001 458026.5701000001))
785,"3010010800","102",용원리746,"0","20230519",,,,MULTIPOINT ((219872.6009999998 461910.8686999995))
786,"3010013200","102",도원리553,"0","20230519",,,,MULTIPOINT ((227774.59300000034 463989.4455999993))
787,"3010016300","101",신부동255-2,"0","20230519",,,,MULTIPOINT ((214537.93149999995 470213.8842999991))
788,"3010018900","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212223.8030000003 467445.43649999984))
789,"3010020300","104",청운교,"0","20230519",,,,MULTIPOINT ((203419.49770000018 452842.65780000016))
790,"3010022800","103",속성변화점,"0","20230519",,,,MULTIPOINT ((207654.8700000001 459677.8287000004))
791,"3010023600","101",용정리1044,"0","20230519",,,,MULTIPOINT ((208636.6018000003 458727.4997000005))
792,"3010024100","101",용정리1042,"0","20230519",,,,MULTIPOINT ((208784.93840000033 459053.86930000037))
793,"3010024500","101",용정리1044,"0","20230519",,,,MULTIPOINT ((208888.4068 458923.7879000008))
794,"3010025000","101",보성리1044,"0","20230519",,,,MULTIPOINT ((209010.0552000003 458766.2851))
795,"3010033600","101",하신삼거리,"0","20230519",,,,MULTIPOINT ((211172.85319999978 465299.0931000002))
796,"3010034800","104",차령터널,"0","20230519",,,,MULTIPOINT ((211332.12629999965 450745.0014999993))
797,"3010045100","101",NH농협은행신방동지점,"0","20230519",,,,MULTIPOINT ((211887.65699999966 463968.2781000007))
798,"3010045200","101",봉명청솔아파트301동,"0","20230519",,,,MULTIPOINT ((211889.55319999997 467924.32550000027))
799,"3010046100","101",봉명동500,"0","20230519",,,,MULTIPOINT ((211936.4974999996 468127.5388999991))
800,"3010049500","101",중부하이츠,"0","20230519",,,,MULTIPOINT ((212148.0678000003 467617.45340000093))
801,"3010054000","101",세실유치원,"0","20230519",,,,MULTIPOINT ((212431.48199999984 464053.39210000075))
802,"3010059400","104",천안지하차도,"0","20230519",,,,MULTIPOINT ((212832.24509999994 467166.44260000065))
803,"3010059800","102",가송리154,"0","20230519",,,,MULTIPOINT ((212863.08779999986 459050.7419000007))
804,"3010065400","101",우방문화관,"0","20230519",,,,MULTIPOINT ((213495.30429999996 469429.89690000005))
805,"3010065600","101",신부동843-5,"0","20230519",,,,MULTIPOINT ((213499.6216000002 469513.2945000008))
806,"3010066900","101",한양수자인,"0","20230519",,,,MULTIPOINT ((213613.03089999966 464941.2084999997))
807,"3010067400","101",동양축산,"0","20230519",,,,MULTIPOINT ((213626.8432 466708.5360000003))
808,"3010069300","104",미죽교,"0","20230519",,,,MULTIPOINT ((213689.93790000025 460119.1261))
809,"3010070400","104",여중교,"0","20230519",,,,MULTIPOINT ((213751.51520000026 467024.6576000005))
810,"3010070900","101",청오법조빌딩,"0","20230519",,,,MULTIPOINT ((213780.16640000045 465086.9634000007))
811,"3010072700","101",구성동494,"0","20230519",,,,MULTIPOINT ((213894.45820000023 466586.96240000054))
812,"3010076400","101",민하우스,"0","20230519",,,,MULTIPOINT ((214124.70179999992 465692.1130999997))
813,"3010077100","101",아랫목숯불갈비,"0","20230519",,,,MULTIPOINT ((214158.47329999972 469154.9539000001))
814,"3010077400","101",교보사거리,"0","20230519",,,,MULTIPOINT ((214160.06390000042 467532.3658000007))
815,"3010077800","101",서울키즈어린이집,"0","20230519",,,,MULTIPOINT ((214175.97300000023 465346.6247000005))
816,"3010079500","101",성심교회,"0","20230519",,,,MULTIPOINT ((214228.39719999954 468997.1373999994))
817,"3010081700","101",원성동617,"0","20230519",,,,MULTIPOINT ((214330.00760000013 467227.0195000004))
818,"3010081900","101",원성2동행정복지센터,"0","20230519",,,,MULTIPOINT ((214338.30030000024 466970.63719999976))
819,"3010082200","101",주공2단지아파트206동,"0","20230519",,,,MULTIPOINT ((214348.29349999968 468737.9168999996))
820,"3010085000","104",광교,"0","20230519",,,,MULTIPOINT ((214483.07100000046 466214.39159999974))
821,"3010087300","101",주공2단지아파트239동,"0","20230519",,,,MULTIPOINT ((214660.26240000036 468534.6532000005))
822,"3010090000","106",천안IC앞,"0","20230519",,,,MULTIPOINT ((214867.93200000003 469960.3630999997))
823,"3010096700","104",문암로교량,"0","20230519",,,,MULTIPOINT ((216240.31510000024 471489.0091999993))
824,"3010097000","101",지덕교,"0","20230519",,,,MULTIPOINT ((216332.25629999954 468590.4860999994))
825,"3010097400","102",백석대학교,"0","20230519",,,,MULTIPOINT ((216531.20550000016 471343.0449000001))
826,"3010098400","101",응원리292-1,"0","20230519",,,,MULTIPOINT ((216854.89010000043 463301.0535000004))
827,"3010103400","101",용원리611-20,"0","20230519",,,,MULTIPOINT ((219325.51970000006 460881.4556000009))
828,"3010108200","103",속성변화점,"0","20230519",,,,MULTIPOINT ((220766.84250000026 464614.5008000005))
829,"3010108900","104",서흥교,"0","20230519",,,,MULTIPOINT ((220980.4654000001 466937.7366000004))
830,"3010109700","102",전적교,"0","20230519",,,,MULTIPOINT ((221129.77570000011 466462.0708000008))
831,"3010111200","101",동평교,"0","20230519",,,,MULTIPOINT ((221771.9787999997 463599.5660999995))
832,"3010115100","101",라컴텍천안공장앞,"0","20230519",,,,MULTIPOINT ((223446.4123999998 460483.91789999977))
833,"3010115500","104",세성교,"0","20230519",,,,MULTIPOINT ((223604.2745000003 462092.24760000035))
834,"3010116100","101",신풍리613,"1","20230519",,,,MULTIPOINT ((223702.37849999964 459984.05120000057))
835,"3010116800","101",신풍리572,"0","20230519",,,,MULTIPOINT ((223755.39300000016 460091.7937000003))
836,"3010123100","102",양곡리539,"0","20230519",,,,MULTIPOINT ((225522.30069999956 472371.8574000001))
837,"3010128000","104",서원교,"0","20230519",,,,MULTIPOINT ((227356.29870000016 463374.8217999991))
838,"3010129300","103",속성변화점,"0","20230519",,,,MULTIPOINT ((227873.66650000028 460852.4439000003))
839,"3010129600","101",병천고앞삼거리,"0","20230519",,,,MULTIPOINT ((227907.94660000037 462920.73819999956))
840,"3010131200","101",의관동삼거리,"0","20230519",,,,MULTIPOINT ((228183.4654000001 468808.5614))
841,"3010131700","101",매성리383-1,"0","20230519",,,,MULTIPOINT ((228545.9154000003 467180.3326999992))
842,"3010135900","105",진천군-천안시동남구,"0","20230519",,,,MULTIPOINT ((233653.26960000023 468534.68239999935))
843,"3020004200","103",속성변화점,"0","20230519",,,,MULTIPOINT ((213082.17320000008 469921.16479999945))
844,"3020007100","102",모전리31-1,"0","20230519",,,,MULTIPOINT ((217608.17399999965 479052.3613000009))
845,"3020010100","101",삼은리316-1,"0","20230519",,,,MULTIPOINT ((213549.47159999982 475445.0589000005))
846,"3020010200","102",삼은리398-2,"0","20230519",,,,MULTIPOINT ((213667.57239999995 475456.34490000084))
847,"3020010700","102",삼은리76-563,"0","20230519",,,,MULTIPOINT ((213315.19689999986 475613.9060999993))
848,"3020014300","101",성성동890,"0","20230519",,,,MULTIPOINT ((211111.78129999992 471694.67339999974))
849,"3020014500","102",환서초등학교,"0","20230519",,,,MULTIPOINT ((210966.85890000034 469968.0991999991))
850,"3020015400","103",속성변화점,"0","20230519",,,,MULTIPOINT ((210377.75150000025 470265.10539999977))
851,"3020015800","102",백석동381-3,"0","20230519",,,,MULTIPOINT ((210170.86899999995 469841.34979999997))
852,"3020018800","102",불당동1576,"0","20230519",,,,MULTIPOINT ((209149.06170000043 468157.2653999999))
853,"3020019800","101",불당동1910,"0","20230519",,,,MULTIPOINT ((209428.14080000017 467924.5519999992))
854,"3020020200","101",천안불당고등학교,"0","20230519",,,,MULTIPOINT ((209129.23379999958 467927.92339999974))
855,"3020022400","104",봉서산터널(서측),"0","20230519",,,,MULTIPOINT ((210228.54729999974 467654.49990000017))
856,"3020022700","101",쌍용동2109,"0","20230519",,,,MULTIPOINT ((210611.84910000023 467634.6765999999))
857,"3020024800","101",율금리777-33,"0","20230519",,,,MULTIPOINT ((208336.09360000025 478025.73589999974))
858,"3020027800","101",불당동1866,"1","20230519",,,,MULTIPOINT ((209112.99490000028 469397.7809999995))
859,"3020028000","101",음봉로교차로,"1","20230519",,,,MULTIPOINT ((209148.3361999998 469619.7094999999))
860,"3020028300","103",속성변화점,"0","20230519",,,,MULTIPOINT ((209181.0279000001 466884.21880000085))
861,"3020028800","101",불당동1613,"0","20230519",,,,MULTIPOINT ((209206.3644000003 468056.1666000001))
862,"3020029400","101",차암동520,"1","20230519",,,,MULTIPOINT ((209294.9310999997 471438.2394999992))
863,"3020029500","101",제2장재교,"0","20230519",,,,MULTIPOINT ((209299.81799999997 466796.23399999924))
864,"3020030600","101",불당동1938,"1","20230519",,,,MULTIPOINT ((209405.85259999987 467643.4177000001))
865,"3020031000","101",갤러리아백화점센터시티점,"0","20230519",,,,MULTIPOINT ((209414.84779999964 466819.31629999913))
866,"3020036500","101",차암동412,"0","20230519",,,,MULTIPOINT ((209698.5089999996 471157.3081))
867,"3020037200","101",양당리358-1,"0","20230519",,,,MULTIPOINT ((209735.40369999968 474977.11030000076))
868,"3020037400","101",불당2교,"0","20230519",,,,MULTIPOINT ((209738.10080000013 467163.2662000004))
869,"3020040600","101",노리캣,"0","20230519",,,,MULTIPOINT ((209892.2059000004 467209.5532000009))
870,"3020040900","101",스타벅스천안불당점,"0","20230519",,,,MULTIPOINT ((209909.17569999956 467871.48110000044))
871,"3020043300","101",유명반점,"0","20230519",,,,MULTIPOINT ((210056.6202999996 469229.2577999998))
872,"3020045000","101",쌍용3동사무소사거리,"0","20230519",,,,MULTIPOINT ((210121.6694 467521.1942999996))
873,"3020045200","101",백석동729-1,"0","20230519",,,,MULTIPOINT ((210151.97520000022 469953.55040000007))
874,"3020046100","101",쌍용고등학교,"0","20230519",,,,MULTIPOINT ((210199.04650000017 465612.83940000087))
875,"3020048800","101",풀과나무,"0","20230519",,,,MULTIPOINT ((210274.98099999968 465780.22729999945))
876,"3020051700","101",선화식당,"0","20230519",,,,MULTIPOINT ((210356.7023 465790.53079999983))
877,"3020052200","101",ENSM&MIDC,"1","20230519",,,,MULTIPOINT ((210362.48649999965 465529.4285000004))
878,"3020053000","101",한마음교회,"0","20230519",,,,MULTIPOINT ((210398.25160000008 465603.6938000005))
879,"3020054700","101",쌍용동1905,"0","20230519",,,,MULTIPOINT ((210456.9101999998 465970.1914000008))
880,"3020056100","101",충남지방경찰청제1기동대,"1","20230519",,,,MULTIPOINT ((210491.62789999973 473881.3933000006))
881,"3020061600","101",신천안교회,"0","20230519",,,,MULTIPOINT ((210662.73220000044 466676.58410000056))
882,"3020062500","104",안궁교,"0","20230519",,,,MULTIPOINT ((210681.67370000016 485132.79959999956))
883,"3020064200","101",프레임,"0","20230519",,,,MULTIPOINT ((210732.8365000002 467113.5309999995))
884,"3020064400","101",반석카센타,"0","20230519",,,,MULTIPOINT ((210738.38040000014 466624.7910999991))
885,"3020065900","101",천안제2지방산업단지,"0","20230519",,,,MULTIPOINT ((210763.14209999982 472696.72440000065))
886,"3020067700","101",HITE광장,"0","20230519",,,,MULTIPOINT ((210808.17540000007 466642.5890999995))
887,"3020069900","104",매주교차로,"0","20230519",,,,MULTIPOINT ((210878.34389999975 479265.0823999997))
888,"3020070700","101",홍콩중화요리,"0","20230519",,,,MULTIPOINT ((210896.47520000022 467081.24039999954))
889,"3020071700","106",매주교차로,"0","20230519",,,,MULTIPOINT ((210936.5756000001 479008.0548999999))
890,"3020073300","101",리슈빌아이미소어린이집,"0","20230519",,,,MULTIPOINT ((211015.26690000016 470607.03020000085))
891,"3020075400","101",백석요양원,"0","20230519",,,,MULTIPOINT ((211049.18929999974 469449.1046999991))
892,"3020078400","101",안궁3리BS앞,"1","20230519",,,,MULTIPOINT ((211163.15050000045 484810.3113000002))
893,"3020080400","101",대신유통,"0","20230519",,,,MULTIPOINT ((211246.7285000002 469357.7229999993))
894,"3020080900","101",백석더샵아파트,"0","20230519",,,,MULTIPOINT ((211255.21229999978 470214.7140999995))
895,"3020085700","101",천안겨자나무교회,"0","20230519",,,,MULTIPOINT ((211417.30420000013 470210.2435999997))
896,"3020085900","101",농민상담소,"0","20230519",,,,MULTIPOINT ((211418.06439999957 479521.0614))
897,"3020088300","104",성환철도육교,"0","20230519",,,,MULTIPOINT ((211471.97159999982 481332.7916000001))
898,"3020089800","101",열린숲어린이집,"0","20230519",,,,MULTIPOINT ((211536.93939999957 469819.18180000037))
899,"3020094800","101",길한의원,"0","20230519",,,,MULTIPOINT ((211662.85730000027 467669.5809000004))
900,"3020095200","101",휴먼산업안전센터,"0","20230519",,,,MULTIPOINT ((211666.1375000002 469765.6638999991))
901,"3020096000","101",극동아파트107동,"0","20230519",,,,MULTIPOINT ((211677.01750000007 470024.60229999945))
902,"3020096300","101",보령빌딩,"0","20230519",,,,MULTIPOINT ((211686.25229999982 470205.3682000004))
903,"3020098000","101",예송빌,"0","20230519",,,,MULTIPOINT ((211710.5586000001 470719.14130000025))
904,"3020100500","101",슈프리스,"1","20230519",,,,MULTIPOINT ((211769.61990000028 467137.97110000066))
905,"3020101800","103",속성변화점,"0","20230519",,,,MULTIPOINT ((211798.3239000002 471124.2042999994))
906,"3020102000","101",남양주택5차,"0","20230519",,,,MULTIPOINT ((211801.82809999958 469094.50850000046))
907,"3020102600","101",늘푸른유치원,"0","20230519",,,,MULTIPOINT ((211822.68149999995 470200.07939999923))
908,"3020104300","101",천안배원예농협성성지점,"0","20230519",,,,MULTIPOINT ((211849.41559999995 470754.5329999998))
909,"3020106700","101",우성아파트상가,"0","20230519",,,,MULTIPOINT ((211914.07290000003 470795.8375000004))
910,"3020106900","101",성환읍사무소,"0","20230519",,,,MULTIPOINT ((211917.98489999957 479981.1375999991))
911,"3020107500","101",천안서부교회,"0","20230519",,,,MULTIPOINT ((211933.2430999996 469841.5254999995))
912,"3020109200","101",삼우텍주,"0","20230519",,,,MULTIPOINT ((211958.51499999966 469063.6866999995))
913,"3020109800","101",풍성한교회,"0","20230519",,,,MULTIPOINT ((211969.86280000024 470756.75170000084))
914,"3020110300","101",월봉주유소앞,"0","20230519",,,,MULTIPOINT ((211977.59410000034 480683.61470000073))
915,"3020114500","101",탐앤탐스천안두정점,"0","20230519",,,,MULTIPOINT ((212088.62260000035 470285.1997999996))
916,"3020117300","101",남선공영,"0","20230519",,,,MULTIPOINT ((212130.04609999992 468675.10899999924))
917,"3020117800","101",턴논골,"0","20230519",,,,MULTIPOINT ((212171.7076000003 475116.6983000003))
918,"3020120700","101",천안팰리스,"0","20230519",,,,MULTIPOINT ((212237.9779000003 470316.88040000014))
919,"3020121100","101",카리브,"0","20230519",,,,MULTIPOINT ((212242.83490000013 469620.67789999954))
920,"3020124700","101",신축중,"0","20230519",,,,MULTIPOINT ((212312.21439999994 468817.32279999927))
921,"3020125300","101",현대자동차충남지역본부,"0","20230519",,,,MULTIPOINT ((212322.89699999988 470663.72440000065))
922,"3020126600","104",상덕과선교,"0","20230519",,,,MULTIPOINT ((212331.10950000025 476981.5701000001))
923,"3020127900","101",레지던스오피스텔,"0","20230519",,,,MULTIPOINT ((212378.35840000026 470181.18539999984))
924,"3020129100","101",청호APT,"0","20230519",,,,MULTIPOINT ((212411.67899999954 475211.33699999936))
925,"3020130100","101",웨딩라떼,"0","20230519",,,,MULTIPOINT ((212438.58239999972 470009.5052000005))
926,"3020135800","102",전차연통운천안지점,"0","20230519",,,,MULTIPOINT ((212590.68209999986 475247.48340000026))
927,"3020137200","101",아크로텔천안두정오피스텔,"0","20230519",,,,MULTIPOINT ((212625.4263000004 470286.1274999995))
928,"3020137700","101",e편한세상두정4차모델하우스,"0","20230519",,,,MULTIPOINT ((212635.67580000032 470410.94219999947))
929,"3020137800","103",속성변화점,"0","20230519",,,,MULTIPOINT ((212645.5672000004 468392.43909999914))
930,"3020139600","101",더라비앙,"1","20230519",,,,MULTIPOINT ((212699.5351999998 469653.27080000006))
931,"3020142700","101",고평프리아파트,"0","20230519",,,,MULTIPOINT ((212789.06730000023 469453.1624999996))
932,"3020143800","101",삽다리토속갈비,"0","20230519",,,,MULTIPOINT ((212812.0273000002 469567.8454999998))
933,"3020146500","102",직산역1번출구,"0","20230519",,,,MULTIPOINT ((212878.70519999973 474696.05709999986))
934,"3020147900","101",나우빌딩,"0","20230519",,,,MULTIPOINT ((212932.52969999984 471015.3158999998))
935,"3020149700","101",신동아마트,"1","20230519",,,,MULTIPOINT ((212993.31130000018 467558.54849999957))
936,"3020150000","104",직산교,"0","20230519",,,,MULTIPOINT ((213009.38489999995 474746.6805000007))
937,"3020150700","101",행복한어린이집,"0","20230519",,,,MULTIPOINT ((213046.60610000044 471013.62230000086))
938,"3020150900","104",신성3교,"0","20230519",,,,MULTIPOINT ((213060.26769999973 468898.86659999937))
939,"3020152000","104",업성고가교,"0","20230519",,,,MULTIPOINT ((213157.4201999996 473659.35899999924))
940,"3020152500","101",수정교회,"0","20230519",,,,MULTIPOINT ((213183.93429999985 470808.8389999997))
941,"3020154700","101",수정교회,"0","20230519",,,,MULTIPOINT ((213354.94639999978 470776.6944999993))
942,"3020154800","101",두정고가차도,"0","20230519",,,,MULTIPOINT ((213374.98340000026 471097.13460000046))
943,"3020155700","101",직산농협삼거리,"0","20230519",,,,MULTIPOINT ((213429.26669999957 475381.5310999993))
944,"3020160500","101",천안공과대앞,"0","20230519",,,,MULTIPOINT ((213854.68740000017 472434.6467000004))
945,"3020161100","103",속성변화점,"0","20230519",,,,MULTIPOINT ((213991.22259999998 475626.7101000007))
946,"3020162200","101",신월리2-7,"1","20230519",,,,MULTIPOINT ((214255.82870000042 475479.4601000007))
947,"3020170300","104",삼곡교,"0","20230519",,,,MULTIPOINT ((217009.98110000044 479167.9547000006))
948,"3020172800","104",천흥교,"0","20230519",,,,MULTIPOINT ((217832.07510000002 474691.8032000009))
949,"3020173400","101",동양고속물류센타,"0","20230519",,,,MULTIPOINT ((218066.2921000002 475264.6624999996))
950,"3020177300","101",구직산삼거리,"0","20230519",,,,MULTIPOINT ((219544.4430999998 478395.6546))
951,"3020179900","106",입장교차로,"0","20230519",,,,MULTIPOINT ((220969.91619999986 480414.73670000024))
952,"3020180000","104",입장교동측,"0","20230519",,,,MULTIPOINT ((221007.66089999955 480435.87370000035))
953,"3020180800","101",아침어린이집,"0","20230519",,,,MULTIPOINT ((221890.1978000002 479446.7722999994))
954,"3020182400","103",속성변화점,"0","20230519",,,,MULTIPOINT ((224761.1054999996 477936.9101999998))
955,"3010138101","104",천안천,"0","20230519",,,,MULTIPOINT ((213124.6805999996 466057.2299000006))
956,"3020147200","101",하나로마트유통센터,"0","20230519",,,,MULTIPOINT ((212925.12079999968 475966.63800000027))
957,"3020149800","101",속성변화점,"1","20230519",,,,MULTIPOINT ((212997.4084999999 467738.49540000036))
958,"3010001100","101",보성리1044,"0","20230519",,,,MULTIPOINT ((209140.10080000013 458867.9871999994))
959,"3010003400","101",청당동956,"0","20230519",,,,MULTIPOINT ((213972.00609999988 465161.4006999992))
960,"3010074500","103",속성변화점,"0","20230519",,,,MULTIPOINT ((214070.31759999972 454143.06980000064))
961,"3020076200","101",대조항회센타,"0","20230519",,,,MULTIPOINT ((211063.99880000018 466493.6691999994))
962,"3020078300","101",동진정보통신,"0","20230519",,,,MULTIPOINT ((211162.9802000001 469366.2069000006))
963,"3020046700","101",월봉청솔2차아파트상가,"1","20230519",,,,MULTIPOINT ((210218.29150000028 466051.4960999992))
964,"3020053100","101",백석동938,"0","20230519",,,,MULTIPOINT ((210403.69060000032 469889.54810000025))
965,"3020154300","101",KS오피스텔,"0","20230519",,,,MULTIPOINT ((213335.98209999967 471097.77690000087))
966,"3020155800","101",햇쌀빌,"0","20230519",,,,MULTIPOINT ((213429.66500000004 470943.2577999998))
967,"3020174000","104",수청교,"0","20230519",,,,MULTIPOINT ((218217.18780000042 475580.62219999917))
968,"3020034100","101",불당동1901,"0","20230519",,,,MULTIPOINT ((209562.35479999986 467959.46270000003))
969,"3020027700","101",펜타포트,"1","20230519",,,,MULTIPOINT ((209111.46410000045 466757.18989999965))
970,"3010121000","101",백자리676-7,"0","20230519",,,,MULTIPOINT ((224470.63850000035 456708.4167999998))
971,"2882061400","101",공단3교차로,"0","20230519",,,,MULTIPOINT ((209578.25879999995 472266.10539999977))
972,"3010000100","102",원덕리569,"0","20230519",,,,MULTIPOINT ((210623.06350000016 451495.5286999997))
973,"3010005100","101",청수동265,"0","20230519",,,,MULTIPOINT ((213946.55709999986 465712.4670000002))
974,"3010006200","102",사직동250-86,"0","20230519",,,,MULTIPOINT ((213204.02940000035 466849.56069999933))
975,"3010008800","102",병천리91-1,"0","20230519",,,,MULTIPOINT ((226948.96590000018 462899.3661000002))
976,"3010011200","102",신계리166-45,"0","20230519",,,,MULTIPOINT ((218860.75760000013 464221.1877999995))
977,"3010011400","102",교천리167-1,"0","20230519",,,,MULTIPOINT ((217501.92360000033 464117.4958999995))
